Mech. name,structure,InChI,class,LumpedSpecies
"C6H10OH1KET5-3",COH-C-COOH-C-CO-C,"InChI=1S/C6H12O4/c1-5(8)4-6(10-9)2-3-7/h6-7,9H,2-4H2,1H3",OHKHP
"C6H10OH1KET5-2",COH-COOH-C-C-CO-C,"InChI=1S/C6H12O4/c1-5(8)2-3-6(4-7)10-9/h6-7,9H,2-4H2,1H3",OHKHP
"C6H10OH1KET6-5",COH-C-C-C-COOH-CO,"InChI=1S/C6H12O4/c7-4-2-1-3-6(5-8)10-9/h5-7,9H,1-4H2",OHKHP
"C6H10OH1KET6-4",COH-C-C-COOH-C-CO,"InChI=1S/C6H12O4/c7-4-1-2-6(10-9)3-5-8/h5-7,9H,1-4H2",OHKHP
"C6H10OH1KET6-3",COH-C-COOH-C-C-CO,"InChI=1S/C6H12O4/c7-4-1-2-6(10-9)3-5-8/h4,6,8-9H,1-3,5H2",OHKHP
"C6H10OH1KET6-2",COH-COOH-C-C-C-CO,"InChI=1S/C6H12O4/c7-4-2-1-3-6(5-8)10-9/h4,6,8-9H,1-3,5H2",OHKHP
"C6H10OH2KET4-3",C-COH-COOH-CO-C-C,"InChI=1S/C6H12O4/c1-3-5(8)6(10-9)4(2)7/h4,6-7,9H,3H2,1-2H3",OHKHP
"C6H10OH2KET4-5",C-COH-C-CO-COOH-C,"InChI=1S/C6H12O4/c1-4(7)3-6(8)5(2)10-9/h4-5,7,9H,3H2,1-2H3",OHKHP
"C6H10OH2KET4-6",C-COH-C-CO-C-COOH,"InChI=1S/C6H12O4/c1-5(7)4-6(8)2-3-10-9/h5,7,9H,2-4H2,1H3",OHKHP
"C6H10OH2KET4-1",COOH-COH-C-CO-C-C,"InChI=1S/C6H12O4/c1-2-5(7)3-6(8)4-10-9/h6,8-9H,2-4H2,1H3",OHKHP
"C6H10OH2KET5-4",C-COH-C-COOH-CO-C,"InChI=1S/C6H12O4/c1-4(7)3-6(10-9)5(2)8/h4,6-7,9H,3H2,1-2H3",OHKHP
"C6H10OH2KET5-6",C-COH-C-C-CO-COOH,"InChI=1S/C6H12O4/c1-5(7)2-3-6(8)4-10-9/h5,7,9H,2-4H2,1H3",OHKHP
"C6H10OH2KET5-3",C-COH-COOH-C-CO-C,"InChI=1S/C6H12O4/c1-4(7)3-6(10-9)5(2)8/h5-6,8-9H,3H2,1-2H3",OHKHP
"C6H10OH2KET5-1",COOH-COH-C-C-CO-C,"InChI=1S/C6H12O4/c1-5(7)2-3-6(8)4-10-9/h6,8-9H,2-4H2,1H3",OHKHP
"C6H10OH2KET6-5",C-COH-C-C-COOH-CO,"InChI=1S/C6H12O4/c1-5(8)2-3-6(4-7)10-9/h4-6,8-9H,2-3H2,1H3",OHKHP
"C6H10OH2KET6-4",C-COH-C-COOH-C-CO,"InChI=1S/C6H12O4/c1-5(8)4-6(10-9)2-3-7/h3,5-6,8-9H,2,4H2,1H3",OHKHP
"C6H10OH2KET6-3",C-COH-COOH-C-C-CO,"InChI=1S/C6H12O4/c1-5(8)6(10-9)3-2-4-7/h4-6,8-9H,2-3H2,1H3",OHKHP
"PC4H8OH-4",COH-C-C-*C,"InChI=1S/C4H9O/c1-2-3-4-5/h5H,1-4H2",ROH
"C4H8OH-2J4",C-COH-C-*C,"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,1,3H2,2H3",ROH
"C6H10OH1Q23-4",COH-COOH-COOH-*C-C-C,"InChI=1S/C6H13O5/c1-2-3-5(10-8)6(4-7)11-9/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH1Q23-1",C*OH-COOH-COOH-C-C-C,"InChI=1S/C6H13O5/c1-2-3-5(10-8)6(4-7)11-9/h4-9H,2-3H2,1H3",ERR
"C6H10OH1Q23-5",COH-COOH-COOH-C-*C-C,"InChI=1S/C6H13O5/c1-2-3-5(10-8)6(4-7)11-9/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH1Q23-6",COH-COOH-COOH-C-C-*C,"InChI=1S/C6H13O5/c1-2-3-5(10-8)6(4-7)11-9/h5-9H,1-4H2",ERR
"C6H10OH1Q24-3",COH-COOH-*C-COOH-C-C,"InChI=1S/C6H13O5/c1-2-5(10-8)3-6(4-7)11-9/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH1Q24-5",COH-COOH-C-COOH-*C-C,"InChI=1S/C6H13O5/c1-2-5(10-8)3-6(4-7)11-9/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH1Q24-6",COH-COOH-C-COOH-C-*C,"InChI=1S/C6H13O5/c1-2-5(10-8)3-6(4-7)11-9/h5-9H,1-4H2",ERR
"C6H10OH1Q24-1",C*OH-COOH-C-COOH-C-C,"InChI=1S/C6H13O5/c1-2-5(10-8)3-6(4-7)11-9/h4-9H,2-3H2,1H3",ERR
"C6H10OH1Q25-4",COH-COOH-C-*C-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)2-3-6(4-7)11-9/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH1Q25-6",COH-COOH-C-C-COOH-*C,"InChI=1S/C6H13O5/c1-5(10-8)2-3-6(4-7)11-9/h5-9H,1-4H2",ERR
"C6H10OH1Q25-3",COH-COOH-*C-C-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)2-3-6(4-7)11-9/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH1Q25-1",C*OH-COOH-C-C-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)2-3-6(4-7)11-9/h4-9H,2-3H2,1H3",ERR
"C6H10OH1Q26-5",COH-COOH-C-C-*C-COOH,"InChI=1S/C6H13O5/c7-5-6(11-9)3-1-2-4-10-8/h2,6-9H,1,3-5H2",ERR
"C6H10OH1Q26-4",COH-COOH-C-*C-C-COOH,"InChI=1S/C6H13O5/c7-5-6(11-9)3-1-2-4-10-8/h1,6-9H,2-5H2",ERR
"C6H10OH1Q26-3",COH-COOH-*C-C-C-COOH,"InChI=1S/C6H13O5/c7-5-6(11-9)3-1-2-4-10-8/h3,6-9H,1-2,4-5H2",ERR
"C6H10OH2Q13-2",COOH-C*OH-COOH-C-C-C,"InChI=1S/C6H13O5/c1-2-3-6(11-9)5(7)4-10-8/h6-9H,2-4H2,1H3",ERR
"C6H10OH2Q13-4",COOH-COH-COOH-*C-C-C,"InChI=1S/C6H13O5/c1-2-3-6(11-9)5(7)4-10-8/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH2Q13-5",COOH-COH-COOH-C-*C-C,"InChI=1S/C6H13O5/c1-2-3-6(11-9)5(7)4-10-8/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH2Q13-6",COOH-COH-COOH-C-C-*C,"InChI=1S/C6H13O5/c1-2-3-6(11-9)5(7)4-10-8/h5-9H,1-4H2",ERR
"C6H10OH2Q14-3",COOH-COH-*C-COOH-C-C,"InChI=1S/C6H13O5/c1-2-6(11-9)3-5(7)4-10-8/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH2Q14-5",COOH-COH-C-COOH-*C-C,"InChI=1S/C6H13O5/c1-2-6(11-9)3-5(7)4-10-8/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH2Q14-2",COOH-C*OH-C-COOH-C-C,"InChI=1S/C6H13O5/c1-2-6(11-9)3-5(7)4-10-8/h6-9H,2-4H2,1H3",ERR
"C6H10OH2Q14-6",COOH-COH-C-COOH-C-*C,"InChI=1S/C6H13O5/c1-2-6(11-9)3-5(7)4-10-8/h5-9H,1-4H2",ERR
"C6H10OH2Q15-4",COOH-COH-C-*C-COOH-C,"InChI=1S/C6H13O5/c1-5(11-9)2-3-6(7)4-10-8/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH2Q15-6",COOH-COH-C-C-COOH-*C,"InChI=1S/C6H13O5/c1-5(11-9)2-3-6(7)4-10-8/h5-9H,1-4H2",ERR
"C6H10OH2Q15-3",COOH-COH-*C-C-COOH-C,"InChI=1S/C6H13O5/c1-5(11-9)2-3-6(7)4-10-8/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH2Q15-2",COOH-C*OH-C-C-COOH-C,"InChI=1S/C6H13O5/c1-5(11-9)2-3-6(7)4-10-8/h5,7-9H,2-4H2,1H3",ERR
"C6H10OH1Q45-3",COH-C-*C-COOH-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)6(11-9)3-2-4-7/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH1Q45-2",COH-*C-C-COOH-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)6(11-9)3-2-4-7/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH1Q45-6",COH-C-C-COOH-COOH-*C,"InChI=1S/C6H13O5/c1-5(10-8)6(11-9)3-2-4-7/h5-9H,1-4H2",ERR
"C6H10OH1Q45-1",C*OH-C-C-COOH-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)6(11-9)3-2-4-7/h4-9H,2-3H2,1H3",ERR
"C6H10OH1Q56-4",COH-C-C-*C-COOH-COOH,"InChI=1S/C6H13O5/c7-4-2-1-3-6(11-9)5-10-8/h3,6-9H,1-2,4-5H2",ERR
"C6H10OH1Q56-3",COH-C-*C-C-COOH-COOH,"InChI=1S/C6H13O5/c7-4-2-1-3-6(11-9)5-10-8/h1,6-9H,2-5H2",ERR
"C6H10OH1Q56-2",COH-*C-C-C-COOH-COOH,"InChI=1S/C6H13O5/c7-4-2-1-3-6(11-9)5-10-8/h2,6-9H,1,3-5H2",ERR
"C6H10OH1Q35-2",COH-*C-COOH-C-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)4-6(11-9)2-3-7/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH1Q35-4",COH-C-COOH-*C-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)4-6(11-9)2-3-7/h4-9H,2-3H2,1H3",ERR
"C6H10OH1Q35-1",C*OH-C-COOH-C-COOH-C,"InChI=1S/C6H13O5/c1-5(10-8)4-6(11-9)2-3-7/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH1Q35-6",COH-C-COOH-C-COOH-*C,"InChI=1S/C6H13O5/c1-5(10-8)4-6(11-9)2-3-7/h5-9H,1-4H2",ERR
"C6H10OH1Q56-1",C*OH-C-C-C-COOH-COOH,"InChI=1S/C6H13O5/c7-4-2-1-3-6(11-9)5-10-8/h4,6-9H,1-3,5H2",ERR
"C6H10OH1Q46-3",COH-C-*C-COOH-C-COOH,"InChI=1S/C6H13O5/c7-4-1-2-6(11-9)3-5-10-8/h2,6-9H,1,3-5H2",ERR
"C6H10OH1Q46-5",COH-C-C-COOH-*C-COOH,"InChI=1S/C6H13O5/c7-4-1-2-6(11-9)3-5-10-8/h3,6-9H,1-2,4-5H2",ERR
"C6H10OH1Q46-2",COH-*C-C-COOH-C-COOH,"InChI=1S/C6H13O5/c7-4-1-2-6(11-9)3-5-10-8/h1,6-9H,2-5H2",ERR
"C6H10OH1Q46-1",C*OH-C-C-COOH-C-COOH,"InChI=1S/C6H13O5/c7-4-1-2-6(11-9)3-5-10-8/h4,6-9H,1-3,5H2",ERR
"C6H10OH1Q36-2",COH-*C-COOH-C-C-COOH,"InChI=1S/C6H13O5/c7-4-3-6(11-9)2-1-5-10-8/h3,6-9H,1-2,4-5H2",ERR
"C6H10OH1Q36-4",COH-C-COOH-*C-C-COOH,"InChI=1S/C6H13O5/c7-4-3-6(11-9)2-1-5-10-8/h2,6-9H,1,3-5H2",ERR
"C6H10OH1Q36-1",C*OH-C-COOH-C-C-COOH,"InChI=1S/C6H13O5/c7-4-3-6(11-9)2-1-5-10-8/h4,6-9H,1-3,5H2",ERR
"C6H10OH1Q36-5",COH-C-COOH-C-*C-COOH,"InChI=1S/C6H13O5/c7-4-3-6(11-9)2-1-5-10-8/h1,6-9H,2-5H2",ERR
"C6H10OH1Q26-1",C*OH-COOH-C-C-C-COOH,"InChI=1S/C6H13O5/c7-5-6(11-9)3-1-2-4-10-8/h5-9H,1-4H2",ERR
"C6H10OH2Q34-2",C-C*OH-COOH-COOH-C-C,"InChI=1S/C6H13O5/c1-3-5(10-8)6(11-9)4(2)7/h5-9H,3H2,1-2H3",ERR
"C6H10OH2Q34-1",*C-COH-COOH-COOH-C-C,"InChI=1S/C6H13O5/c1-3-5(10-8)6(11-9)4(2)7/h4-9H,2-3H2,1H3",ERR
"C6H10OH2Q34-5",C-COH-COOH-COOH-*C-C,"InChI=1S/C6H13O5/c1-3-5(10-8)6(11-9)4(2)7/h3-9H,1-2H3",ERR
"C6H10OH2Q34-6",C-COH-COOH-COOH-C-*C,"InChI=1S/C6H13O5/c1-3-5(10-8)6(11-9)4(2)7/h4-9H,1,3H2,2H3",ERR
"C6H10OH2Q45-6",C-COH-C-COOH-COOH-*C,"InChI=1S/C6H13O5/c1-4(7)3-6(11-9)5(2)10-8/h4-9H,2-3H2,1H3",ERR
"C6H10OH2Q45-3",C-COH-*C-COOH-COOH-C,"InChI=1S/C6H13O5/c1-4(7)3-6(11-9)5(2)10-8/h3-9H,1-2H3",ERR
"C6H10OH2Q45-2",C-C*OH-C-COOH-COOH-C,"InChI=1S/C6H13O5/c1-4(7)3-6(11-9)5(2)10-8/h5-9H,3H2,1-2H3",ERR
"C6H10OH2Q45-1",*C-COH-C-COOH-COOH-C,"InChI=1S/C6H13O5/c1-4(7)3-6(11-9)5(2)10-8/h4-9H,1,3H2,2H3",ERR
"C6H10OH2Q46-5",C-COH-C-COOH-*C-COOH,"InChI=1S/C6H13O5/c1-5(7)4-6(11-9)2-3-10-8/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH2Q46-3",C-COH-*C-COOH-C-COOH,"InChI=1S/C6H13O5/c1-5(7)4-6(11-9)2-3-10-8/h4-9H,2-3H2,1H3",ERR
"C6H10OH2Q46-2",C-C*OH-C-COOH-C-COOH,"InChI=1S/C6H13O5/c1-5(7)4-6(11-9)2-3-10-8/h6-9H,2-4H2,1H3",ERR
"C6H10OH2Q56-4",C-COH-C-*C-COOH-COOH,"InChI=1S/C6H13O5/c1-5(7)2-3-6(11-9)4-10-8/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH2Q56-3",C-COH-*C-C-COOH-COOH,"InChI=1S/C6H13O5/c1-5(7)2-3-6(11-9)4-10-8/h2,5-9H,3-4H2,1H3",ERR
"C6H10OH2Q56-2",C-C*OH-C-C-COOH-COOH,"InChI=1S/C6H13O5/c1-5(7)2-3-6(11-9)4-10-8/h6-9H,2-4H2,1H3",ERR
"C6H10OH2Q35-2",C-C*OH-COOH-C-COOH-C,"InChI=1S/C6H13O5/c1-4(10-8)3-6(11-9)5(2)7/h4,6-9H,3H2,1-2H3",ERR
"C6H10OH2Q35-4",C-COH-COOH-*C-COOH-C,"InChI=1S/C6H13O5/c1-4(10-8)3-6(11-9)5(2)7/h3-9H,1-2H3",ERR
"C6H10OH2Q35-1",*C-COH-COOH-C-COOH-C,"InChI=1S/C6H13O5/c1-4(10-8)3-6(11-9)5(2)7/h4-9H,2-3H2,1H3",ERR
"C6H10OH2Q35-6",C-COH-COOH-C-COOH-*C,"InChI=1S/C6H13O5/c1-4(10-8)3-6(11-9)5(2)7/h4-9H,1,3H2,2H3",ERR
"C6H10OH2Q56-1",*C-COH-C-C-COOH-COOH,"InChI=1S/C6H13O5/c1-5(7)2-3-6(11-9)4-10-8/h5-9H,1-4H2",ERR
"C6H10OH2Q46-1",*C-COH-C-COOH-C-COOH,"InChI=1S/C6H13O5/c1-5(7)4-6(11-9)2-3-10-8/h5-9H,1-4H2",ERR
"C6H10OH2Q36-2",C-C*OH-COOH-C-C-COOH,"InChI=1S/C6H13O5/c1-5(7)6(11-9)3-2-4-10-8/h6-9H,2-4H2,1H3",ERR
"C6H10OH2Q36-4",C-COH-COOH-*C-C-COOH,"InChI=1S/C6H13O5/c1-5(7)6(11-9)3-2-4-10-8/h3,5-9H,2,4H2,1H3",ERR
"C6H10OH2Q36-1",*C-COH-COOH-C-C-COOH,"InChI=1S/C6H13O5/c1-5(7)6(11-9)3-2-4-10-8/h5-9H,1-4H2",ERR
"C6H10OH2Q36-5",C-COH-COOH-C-*C-COOH,"InChI=1S/C6H13O5/c1-5(7)6(11-9)3-2-4-10-8/h2,5-9H,3-4H2,1H3",ERR
"C4H6OH1Q23-4",COH-COOH-COOH-*C,"InChI=1S/C4H9O5/c1-3(8-6)4(2-5)9-7/h3-7H,1-2H2",ERR
"C6H102OH1Q4",COH-C=C-COOH-C-C,"InChI=1S/C6H12O3/c1-2-6(9-8)4-3-5-7/h3-4,6-8H,2,5H2,1H3",OHoleOOH
"NC4KET42OH-1",COH-COOH-C-CO,"InChI=1S/C4H8O4/c5-2-1-4(3-6)8-7/h2,4,6-7H,1,3H2",OHKHP
"C4H71-3OOH",C=C-COOH-C,"InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3",OLE-OOH
"C4H71-4OOH",C=C-C-COOH,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2",OLE-OOH
"C4H6OH2Q13-4",COOH-COH-COOH-*C,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-7H,1-2H2",ERR
"C5H81OH1Q3",COH=C-COOH-C-C,"InChI=1S/C5H10O3/c1-2-5(8-7)3-4-6/h3-7H,2H2,1H3",OHoleOOH
"C4H6OH2KET4-1",COOH-COH-C-CO,"InChI=1S/C4H8O4/c5-2-1-4(6)3-8-7/h2,4,6-7H,1,3H2",OHKHP
"C5H81OH1Q4",COH=C-C-COOH-C,"InChI=1S/C5H10O3/c1-5(8-7)3-2-4-6/h2,4-7H,3H2,1H3",OHoleOOH
"C6H101OH6Q3",COH-C-C-COOH-C=C,"InChI=1S/C6H12O3/c1-2-6(9-8)4-3-5-7/h2,6-8H,1,3-5H2",OHoleOOH
"C6H102OH6Q4",COH-C-COOH-C=C-C,"InChI=1S/C6H12O3/c1-2-3-6(9-8)4-5-7/h2-3,6-8H,4-5H2,1H3",OHoleOOH
"C6H101OH6Q4",COH-C-COOH-C-C=C,"InChI=1S/C6H12O3/c1-2-3-6(9-8)4-5-7/h2,6-8H,1,3-5H2",OHoleOOH
"NC4KET12",CO-COOH-C-C,"InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h3-4,6H,2H2,1H3",ERR
"C6H102OH5Q4",C-COH-COOH-C=C-C,"InChI=1S/C6H12O3/c1-3-4-6(9-8)5(2)7/h3-8H,1-2H3",OHoleOOH
"C4H6OH2KET4-3",C-COH-COOH-CO,"InChI=1S/C4H8O4/c1-3(6)4(2-5)8-7/h2-4,6-7H,1H3",OHKHP
"C4H71-2,3OOH",*C-COOH-COOH-C,"InChI=1S/C4H9O4/c1-3(7-5)4(2)8-6/h3-6H,1H2,2H3",P(OOH)2
"NC4KET13",CO-C-COOH-C,"InChI=1S/C4H8O3/c1-4(7-6)2-3-5/h3-4,6H,2H2,1H3",ERR
"C6H101OH5Q4",C-COH-COOH-C-C=C,"InChI=1S/C6H12O3/c1-3-4-6(9-8)5(2)7/h3,5-8H,1,4H2,2H3",OHoleOOH
"C4H71-2,4OOH",*C-COOH-C-COOH,"InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4-6H,1-3H2",P(OOH)2
"NC4KET14",CO-C-C-COOH,"InChI=1S/C4H8O3/c5-3-1-2-4-7-6/h3,6H,1-2,4H2",ERR
"C6H10OH1O24Q3",COH-^C-COOH-^C-C-C,"InChI=1S/C6H12O4/c1-2-4-6(10-8)5(3-7)9-4/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O34Q2",COH-COOH-^C-^C-C-C,"InChI=1S/C6H12O4/c1-2-4-6(9-4)5(3-7)10-8/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O25Q3",COH-^C-COOH-C-^C-C,"InChI=1S/C6H12O4/c1-4-2-5(10-8)6(3-7)9-4/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O35Q2",COH-COOH-^C-C-^C-C,"InChI=1S/C6H12O4/c1-4-2-5(9-4)6(3-7)10-8/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O26Q3",COH-^C-COOH-C-C-^C,"InChI=1S/C6H12O4/c7-4-6-5(10-8)2-1-3-9-6/h5-8H,1-4H2",ERR
"C6H10OH1O36Q2",COH-COOH-^C-C-C-^C,"InChI=1S/C6H12O4/c7-4-6(10-8)5-2-1-3-9-5/h5-8H,1-4H2",ERR
"C6H10OH1O23Q4",COH-^C-^C-COOH-C-C,"InChI=1S/C6H12O4/c1-2-4(10-8)6-5(3-7)9-6/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O25Q4",COH-^C-C-COOH-^C-C,"InChI=1S/C6H12O4/c1-4-6(10-8)2-5(3-7)9-4/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O45Q2",COH-COOH-C-^C-^C-C,"InChI=1S/C6H12O4/c1-4-6(9-4)2-5(3-7)10-8/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O26Q4",COH-^C-C-COOH-C-^C,"InChI=1S/C6H12O4/c7-4-6-3-5(10-8)1-2-9-6/h5-8H,1-4H2",ERR
"C6H10OH1O46Q2",COH-COOH-C-^C-C-^C,"InChI=1S/C6H12O4/c7-4-6(10-8)3-5-1-2-9-5/h5-8H,1-4H2",ERR
"C6H10OH1O24Q5",COH-^C-C-^C-COOH-C,"InChI=1S/C6H12O4/c1-4(10-8)6-2-5(3-7)9-6/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O26Q5",COH-^C-C-C-COOH-^C,"InChI=1S/C6H12O4/c7-3-5-1-2-6(10-8)4-9-5/h5-8H,1-4H2",ERR
"C6H10OH1O56Q2",COH-COOH-C-C-^C-^C,"InChI=1S/C6H12O4/c7-3-5(10-8)1-2-6-4-9-6/h5-8H,1-4H2",ERR
"C6H10OH1O23Q5",COH-^C-^C-C-COOH-C,"InChI=1S/C6H12O4/c1-4(10-8)2-5-6(3-7)9-5/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O25Q6",COH-^C-C-C-^C-COOH,"InChI=1S/C6H12O4/c7-3-5-1-2-6(10-5)4-9-8/h5-8H,1-4H2",ERR
"C6H10OH1O24Q6",COH-^C-C-^C-C-COOH,"InChI=1S/C6H12O4/c7-4-6-3-5(10-6)1-2-9-8/h5-8H,1-4H2",ERR
"C6H10OH1O23Q6",COH-^C-^C-C-C-COOH,"InChI=1S/C6H12O4/c7-4-6-5(10-6)2-1-3-9-8/h5-8H,1-4H2",ERR
"C6H10OH2O14Q3",^C-COH-COOH-^C-C-C,"InChI=1S/C6H12O4/c1-2-5-6(10-8)4(7)3-9-5/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O34Q1",COOH-COH-^C-^C-C-C,"InChI=1S/C6H12O4/c1-2-5-6(10-5)4(7)3-9-8/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O15Q3",^C-COH-COOH-C-^C-C,"InChI=1S/C6H12O4/c1-4-2-6(10-8)5(7)3-9-4/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O35Q1",COOH-COH-^C-C-^C-C,"InChI=1S/C6H12O4/c1-4-2-6(10-4)5(7)3-9-8/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O36Q1",COOH-COH-^C-C-C-^C,"InChI=1S/C6H12O4/c7-5(4-10-8)6-2-1-3-9-6/h5-8H,1-4H2",ERR
"C6H10OH2O13Q4",^C-COH-^C-COOH-C-C,"InChI=1S/C6H12O4/c1-2-5(10-8)6-4(7)3-9-6/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O15Q4",^C-COH-C-COOH-^C-C,"InChI=1S/C6H12O4/c1-4-6(10-8)2-5(7)3-9-4/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O45Q1",COOH-COH-C-^C-^C-C,"InChI=1S/C6H12O4/c1-4-6(10-4)2-5(7)3-9-8/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O46Q1",COOH-COH-C-^C-C-^C,"InChI=1S/C6H12O4/c7-5(4-10-8)3-6-1-2-9-6/h5-8H,1-4H2",ERR
"C6H10OH2O14Q5",^C-COH-C-^C-COOH-C,"InChI=1S/C6H12O4/c1-4(10-8)6-2-5(7)3-9-6/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O56Q1",COOH-COH-C-C-^C-^C,"InChI=1S/C6H12O4/c7-5(3-10-8)1-2-6-4-9-6/h5-8H,1-4H2",ERR
"C6H10OH2O13Q5",^C-COH-^C-C-COOH-C,"InChI=1S/C6H12O4/c1-4(10-8)2-6-5(7)3-9-6/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O34Q5",COH-C-^C-^C-COOH-C,"InChI=1S/C6H12O4/c1-4(10-8)6-5(9-6)2-3-7/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O35Q4",COH-C-^C-COOH-^C-C,"InChI=1S/C6H12O4/c1-4-6(10-8)5(9-4)2-3-7/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O46Q5",COH-C-C-^C-COOH-^C,"InChI=1S/C6H12O4/c7-3-1-2-5-6(10-8)4-9-5/h5-8H,1-4H2",ERR
"C6H10OH1O56Q4",COH-C-C-COOH-^C-^C,"InChI=1S/C6H12O4/c7-3-1-2-5(10-8)6-4-9-6/h5-8H,1-4H2",ERR
"C6H10OH1O45Q6",COH-C-C-^C-^C-COOH,"InChI=1S/C6H12O4/c7-3-1-2-5-6(10-5)4-9-8/h5-8H,1-4H2",ERR
"C6H10OH1O35Q6",COH-C-^C-C-^C-COOH,"InChI=1S/C6H12O4/c7-2-1-5-3-6(10-5)4-9-8/h5-8H,1-4H2",ERR
"C6H10OH1O36Q5",COH-C-^C-C-COOH-^C,"InChI=1S/C6H12O4/c7-2-1-5-3-6(10-8)4-9-5/h5-8H,1-4H2",ERR
"C6H10OH1O45Q3",COH-C-COOH-^C-^C-C,"InChI=1S/C6H12O4/c1-4-6(9-4)5(10-8)2-3-7/h4-8H,2-3H2,1H3",ERR
"C6H10OH1O56Q3",COH-C-COOH-C-^C-^C,"InChI=1S/C6H12O4/c7-2-1-5(10-8)3-6-4-9-6/h5-8H,1-4H2",ERR
"C6H10OH1O34Q6",COH-C-^C-^C-C-COOH,"InChI=1S/C6H12O4/c7-3-1-5-6(10-5)2-4-9-8/h5-8H,1-4H2",ERR
"C6H10OH1O36Q4",COH-C-^C-COOH-C-^C,"InChI=1S/C6H12O4/c7-3-1-5-6(10-8)2-4-9-5/h5-8H,1-4H2",ERR
"C6H10OH1O46Q3",COH-C-COOH-^C-C-^C,"InChI=1S/C6H12O4/c7-3-1-6(10-8)5-2-4-9-5/h5-8H,1-4H2",ERR
"C6H10OH2O35Q4",C-COH-^C-COOH-^C-C,"InChI=1S/C6H12O4/c1-3(7)5-6(10-8)4(2)9-5/h3-8H,1-2H3",ERR
"C6H10OH2O45Q3",C-COH-COOH-^C-^C-C,"InChI=1S/C6H12O4/c1-3(7)5(10-8)6-4(2)9-6/h3-8H,1-2H3",ERR
"C6H10OH2O36Q4",C-COH-^C-COOH-C-^C,"InChI=1S/C6H12O4/c1-4(7)6-5(10-8)2-3-9-6/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O46Q3",C-COH-COOH-^C-C-^C,"InChI=1S/C6H12O4/c1-4(7)6(10-8)5-2-3-9-5/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O46Q5",C-COH-C-^C-COOH-^C,"InChI=1S/C6H12O4/c1-4(7)2-5-6(10-8)3-9-5/h4-8H,2-3H2,1H3",ERR
"C6H10OH2O56Q4",C-COH-C-COOH-^C-^C,"InChI=1S/C6H12O4/c1-4(7)2-5(10-8)6-3-9-6/h4-8H,2-3H2,1H3",ERR
