H                            InChI=1S/H
C5H5OOH                      InChI=1S/C5H6O2/c6-7-5-3-1-2-4-5/h1-6H
CPTO2H-2O                    InChI=1S/C5H9O3/c6-4-2-1-3-5(4)8-7/h4-5,7H,1-3H2
C5OH2KETA-B                  InChI=1S/C5H10O4/c1-3-5(2,9-8)4(6)7/h8H,3H2,1-2H3,(H,6,7)
CPND2-4R                     InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-3H,4H2
BC5Y1OH4-1AJ                 InChI=1S/C5H7O2/c1-5(4-7)2-3-6/h2,4,6H,1,3H2
MBMO                         InChI=1S/C5H9O3/c1-2-3-5(7)8-4-6/h2-4H2,1H3
C5OH2KETA-C                  InChI=1S/C5H10O4/c1-3(5(6)7)4(2)9-8/h3-4,8H,1-2H3,(H,6,7)
CPND2-5R                     InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1,3-4H,2H2
IC5D1Y4-3OJ                  InChI=1S/C5H7O2/c1-4(2)5(7)3-6/h3,5H,1H2,2H3
MB2O                         InChI=1S/C5H9O3/c1-3-4(6)5(7)8-2/h4H,3H2,1-2H3
C5OH2KETA-D                  InChI=1S/C5H10O4/c1-4(5(6)7)2-3-9-8/h4,8H,2-3H2,1H3,(H,6,7)
MF22J                        InChI=1S/C5H5O/c1-5-3-2-4-6-5/h2-4H,1H2
IC5D2Y4-1OJ                  InChI=1S/C5H7O2/c1-5(4-7)2-3-6/h2-3H,4H2,1H3
MB3O                         InChI=1S/C5H9O3/c1-4(6)3-5(7)8-2/h4H,3H2,1-2H3
C5OH2KETA-E                  InChI=1S/C5H10O4/c1-2-4(3-9-8)5(6)7/h4,8H,2-3H2,1H3,(H,6,7)
MF23J                        InChI=1S/C5H5O/c1-5-3-2-4-6-5/h2,4H,1H3
CYC5E1-4O2                   InChI=1S/C5H7O2/c6-7-5-3-1-2-4-5/h1-2,5H,3-4H2
MB4O                         InChI=1S/C5H9O3/c1-8-5(7)3-2-4-6/h2-4H2,1H3
C5OH2KETC-A                  InChI=1S/C5H10O4/c1-3(4(2)6)5(7)9-8/h3,5,7-8H,1-2H3
MF24J                        InChI=1S/C5H5O/c1-5-3-2-4-6-5/h3-4H,1H3
COCCCCHO                     InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h4H,1-3H2
MB2OH3J                      InChI=1S/C5H9O3/c1-3-4(6)5(7)8-2/h3-4,6H,1-2H3
C5OH2KETC-B                  InChI=1S/C5H10O4/c1-4(7)5(2,3-6)9-8/h6,8H,3H2,1-2H3
MF25J                        InChI=1S/C5H5O/c1-5-3-2-4-6-5/h2-3H,1H3
CHOCHCCCHO                   InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h2,4-5H,1,3H2
MB3OH4J                      InChI=1S/C5H9O3/c1-4(6)3-5(7)8-2/h4,6H,1,3H2,2H3
C5OH2KETC-D                  InChI=1S/C5H10O4/c1-4(2-6)5(7)3-9-8/h4,6,8H,2-3H2,1H3
P13DE1O4J                    InChI=1S/C5H5O/c1-2-3-4-5-6/h3-4H,1H3
CHOCCHCCHO                   InChI=1S/C5H7O2/c6-4-2-1-3-5-7/h1,4-5H,2-3H2
DC5H9O-BOO                   InChI=1S/C5H9O3/c1-5(2,8-7)3-4-6/h4H,3H2,1-2H3
C5OH2KETC-E                  InChI=1S/C5H10O4/c1-4(7)5(2-6)3-9-8/h5-6,8H,2-3H2,1H3
P23DE1O4J                    InChI=1S/C5H5O/c1-2-3-4-5-6/h4-5H,1H3
CPN-2OR                      InChI=1S/C5H7O2/c6-4-2-1-3-5(4)7/h4H,1-3H2
DC5H9O-COO                   InChI=1S/C5H9O3/c1-4(2)5(3-6)8-7/h3-5H,1-2H3
C5OH2KETD-A                  InChI=1S/C5H10O4/c1-4(2-3-6)5(7)9-8/h3-5,7-8H,2H2,1H3
P34DE1O2J-C2                 InChI=1S/C5H5O/c1-2-3-4-5-6/h3-5H,1H2
CPN-3OR                      InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h4H,1-3H2
PC4H8CHO-1O2                 InChI=1S/C5H9O3/c1-2-3-5(4-6)8-7/h4-5H,2-3H2,1H3
C5OH2KETD-B                  InChI=1S/C5H10O4/c1-5(4-7,9-8)2-3-6/h3,7-8H,2,4H2,1H3
P34DE2O5J                    InChI=1S/C5H5O/c1-3-4-5(2)6/h1,4H,2H3
CPNOH3-2R                    InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h3-4,6H,1-2H2
PC4H8CHO-2O2                 InChI=1S/C5H9O3/c1-2-5(8-7)3-4-6/h4-5H,2-3H2,1H3
C5OH2KETD-C                  InChI=1S/C5H10O4/c1-4(2-6)5(3-7)9-8/h3-6,8H,2H2,1H3
C5H5O                        InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-5H
CPNOH3-4R                    InChI=1S/C5H7O2/c6-4-1-2-5(7)3-4/h1,4,6H,2-3H2
PC4H8CHO-3O2                 InChI=1S/C5H9O3/c1-5(8-7)3-2-4-6/h4-5H,2-3H2,1H3
C5OH2KETD-E                  InChI=1S/C5H10O4/c6-2-1-5(3-7)4-9-8/h2,5,7-8H,1,3-4H2
C5H4OH                       InChI=1S/C5H5O/c6-5-3-1-2-4-5/h1-4,6H
CPNOH2-3R                    InChI=1S/C5H7O2/c6-4-2-1-3-5(4)7/h2,4,6H,1,3H2
PC4H8CHO-4O2                 InChI=1S/C5H9O3/c6-4-2-1-3-5-8-7/h4H,1-3,5H2
C5OH2KETE-A                  InChI=1S/C5H10O4/c1-2-4(3-6)5(7)9-8/h3-5,7-8H,2H2,1H3
CJVCCVCCVO                   InChI=1S/C5H5O/c1-2-3-4-5-6/h1-5H
C5H7O2                       InChI=1S/C5H7O2/c1-3-4-5(6)7-2/h3-4H,1H2,2H3
CVCC(OOJ)(C)CO               InChI=1S/C5H9O3/c1-3-5(2,4-6)8-7/h3,6H,1,4H2,2H3
C5OH2KETE-B                  InChI=1S/C5H10O4/c1-2-5(3-6,4-7)9-8/h3,7-8H,2,4H2,1H3
NC5D12Y4-5R                  InChI=1S/C5H5O/c1-3-4-5(2)6/h4H,1-2H2
MF22OH3J                     InChI=1S/C5H7O2/c1-5(6)3-2-4-7-5/h2-4,6H,1H3
O2C4H8CHO                    InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h3H,4H2,1-2H3
C5OH2KETE-C                  InChI=1S/C5H10O4/c1-4(9-8)5(2-6)3-7/h2,4-5,7-8H,3H2,1H3
C5H5OH-1                     InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-3,6H,4H2
MF25OH4J                     InChI=1S/C5H7O2/c1-4-2-3-5(6)7-4/h2-3,5-6H,1H3
O2HC4H8CO                    InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h7H,4H2,1-2H3
C5OH2KETE-D                  InChI=1S/C5H10O4/c6-3-5(4-7)1-2-9-8/h3,5,7-8H,1-2,4H2
C5H5OH-2                     InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3-4,6H,2H2
P14O3J                       InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h3-4H,2H2,1H3
NC52ONEO2-3                  InChI=1S/C5H9O3/c1-3-5(8-7)4(2)6/h5H,3H2,1-2H3
C5H9-BDOHCO2                 InChI=1S/C5H11O4/c1-5(2,7)4(3-6)9-8/h4,6-7H,3H2,1-2H3
C4H5-ICHO                    InChI=1S/C5H6O/c1-3-5(2)4-6/h3-4H,1-2H2
P25O4J                       InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h2,4H,3H2,1H3
NC52ONEO2-4                  InChI=1S/C5H9O3/c1-4(6)3-5(2)8-7/h5H,3H2,1-2H3
C5H9-CDOHBO2                 InChI=1S/C5H11O4/c1-5(2,9-8)4(7)3-6/h4,6-7H,3H2,1-2H3
CPND2                        InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3H,2,4H2
P3E1O4OH2J                   InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h2-4,7H,1H3
NC52ONEO2-5                  InChI=1S/C5H9O3/c1-5(6)3-2-4-8-7/h2-4H2,1H3
C5H9-ADOHBO2                 InChI=1S/C5H11O4/c1-5(4-7,9-8)2-3-6/h6-7H,2-4H2,1H3
CPND3                        InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-2H,3-4H2
P4E2O5OH3J                   InChI=1S/C5H7O2/c1-5(7)3-2-4-6/h2-4,6H,1H3
NC53ONEO2-1                  InChI=1S/C5H9O3/c1-2-5(6)3-4-8-7/h2-4H2,1H3
C5H9-BDOHAO2                 InChI=1S/C5H11O4/c1-5(7,2-3-6)4-9-8/h6-7H,2-4H2,1H3
AC3H5CHCO                    InChI=1S/C5H6O/c1-2-3-4-5-6/h2,4H,1,3H2
BC5H7-DOHACHO                InChI=1S/C5H8O2/c1-5(4-7)2-3-6/h2,4,6H,3H2,1H3
NC53ONEO2-2                  InChI=1S/C5H9O3/c1-3-5(6)4(2)8-7/h4H,3H2,1-2H3
C5H10OOH2-1O2                InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h5,7H,2-4H2,1H3
C5Y3D14                      InChI=1S/C5H6O/c1-3-5(6)4-2/h3-4H,1-2H2
BC5H8-DOHAOOH                InChI=1S/C5H10O3/c1-5(2-3-6)4-8-7/h2,6-7H,3-4H2,1H3
C5H10OOH1-2O2                InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h5-6H,2-4H2,1H3
C5H6O                        InChI=1S/C5H6O/c1-3-5(2)4-6/h1,4-5H,2H3
AC5H8-DOHCOOH                InChI=1S/C5H10O3/c1-4(2)5(3-6)8-7/h5-7H,1,3H2,2H3
C5H10OOH3-1O2                InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h5,7H,2-4H2,1H3
MF2                          InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3
CC5H8-DOHBOOH                InChI=1S/C5H10O3/c1-5(2,8-7)3-4-6/h3-4,6-7H,1-2H3
C5H10OOH1-3O2                InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h5-6H,2-4H2,1H3
MF2ACAR5                     InChI=1S/C5H6O/c1-5-3-2-4-6-5/h3H,2H2,1H3
BC5H8-DOHDOOH                InChI=1S/C5H10O3/c1-4(2)3-5(6)8-7/h3,5-7H,1-2H3
C5H10OOH3-2O2                InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-5,7H,3H2,1-2H3
P23DE1O-T                    InChI=1S/C5H6O/c1-2-3-4-5-6/h2,4-5H,1H3
AC5H8DOH-A2OOH               InChI=1S/C5H10O3/c1-5(2-3-6)4-8-7/h6-7H,1-4H2
C5H10OOH2-3O2                InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-6H,3H2,1-2H3
P4Y2O                        InChI=1S/C5H6O/c1-3-4-5(2)6/h1H,4H2,2H3
AC5H8DOH-A2VO                InChI=1S/C5H8O2/c1-5(4-7)2-3-6/h4,6H,1-3H2
NC5KET12                     InChI=1S/C5H10O3/c1-2-3-5(4-6)8-7/h4-5,7H,2-3H2,1H3
C5H10OOH2-4O2                InChI=1S/C5H11O4/c1-4(8-6)3-5(2)9-7/h4-6H,3H2,1-2H3
C5H5OH                       InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-6H
IC5CHO1-3O                   InChI=1S/C5H8O2/c1-5(2)4(3-6)7-5/h3-4H,1-2H3
NC5KET21                     InChI=1S/C5H10O3/c1-2-3-5(6)4-8-7/h7H,2-4H2,1H3
C5H10OOH2-5O2                InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h5,7H,2-4H2,1H3
CVCCVCCVO                    InChI=1S/C5H6O/c1-2-3-4-5-6/h2-5H,1H2
B13DE2MOOH                   InChI=1S/C5H8O2/c1-3-5(2)4-7-6/h3,6H,1-2,4H2
NC5KET31                     InChI=1S/C5H10O3/c1-2-5(6)3-4-8-7/h7H,2-4H2,1H3
C5H10OOH1-4O2                InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h5-6H,2-4H2,1H3
NC5D12Y4                     InChI=1S/C5H6O/c1-3-4-5(2)6/h4H,1H2,2H3
CVCCVCCOO                    InChI=1S/C5H8O2/c1-2-3-4-5-7-6/h2-4,6H,1,5H2
NC5KET13                     InChI=1S/C5H10O3/c1-2-5(8-7)3-4-6/h4-5,7H,2-3H2,1H3
C5H10OOH1-5O2                InChI=1S/C5H11O4/c6-8-4-2-1-3-5-9-7/h6H,1-5H2
IC5D2Y4-4J                   InChI=1S/C5H7O/c1-5(2)3-4-6/h3H,1-2H3
CVCC(OO)CVC                  InChI=1S/C5H8O2/c1-3-5(4-2)7-6/h3-6H,1-2H2
NC5KET32                     InChI=1S/C5H10O3/c1-3-5(6)4(2)8-7/h4,7H,3H2,1-2H3
C5H91-2,3OOH                 InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-7H,2-3H2,1H3
IC5D2Y4-1J                   InChI=1S/C5H7O/c1-5(2)3-4-6/h3-4H,1H2,2H3
CYC5E1-4O2H                  InChI=1S/C5H8O2/c6-7-5-3-1-2-4-5/h1-2,5-6H,3-4H2
NC5KET23                     InChI=1S/C5H10O3/c1-3-5(8-7)4(2)6/h5,7H,3H2,1-2H3
C5H91-2,4OOH                 InChI=1S/C5H11O4/c1-4(8-6)3-5(2)9-7/h4-7H,1,3H2,2H3
ACC5H7-DOH-1AR               InChI=1S/C5H7O/c1-5(2)3-4-6/h3-4,6H,1-2H2
CYC5E1-3O2H                  InChI=1S/C5H8O2/c6-7-5-3-1-2-4-5/h1,3,5-6H,2,4H2
IC5KETDC                     InChI=1S/C5H10O3/c1-4(2)5(3-6)8-7/h3-5,7H,1-2H3
C5H91-2,5OOH                 InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h5-7H,1-4H2
C4H6CHO2-4                   InChI=1S/C5H7O/c1-2-3-4-5-6/h2-5H,1H3
CHOCCCCHO                    InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2
NC5KET24                     InChI=1S/C5H10O3/c1-4(6)3-5(2)8-7/h5,7H,3H2,1-2H3
C5H91-3,4OOH                 InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-7H,1,3H2,2H3
CVCCVCCOJ                    InChI=1S/C5H7O/c1-2-3-4-5-6/h2-4H,1,5H2
MB2D                         InChI=1S/C5H8O2/c1-3-4-5(6)7-2/h3-4H,1-2H3
IC5KETDB                     InChI=1S/C5H10O3/c1-5(2,8-7)3-4-6/h4,7H,3H2,1-2H3
C5H91-3,5OOH                 InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h5-7H,1-4H2
C4H6CHO1-43                  InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3,5H,1,4H2
MB3D                         InChI=1S/C5H8O2/c1-3-4-5(6)7-2/h3H,1,4H2,2H3
IC5KETDA                     InChI=1S/C5H10O3/c1-5(2-3-6)4-8-7/h3,5,7H,2,4H2,1H3
C5H91-4,5OOH                 InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h5-7H,1-4H2
C5D1CHO-4R                   InChI=1S/C5H7O/c1-2-3-4-5-6/h2,4-5H,1,3H2
NC5DIONE13                   InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h4H,2-3H2,1H3
NC5KET25                     InChI=1S/C5H10O3/c1-5(6)3-2-4-8-7/h7H,2-4H2,1H3
C5H92-1,3OOH                 InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h3,5-7H,2,4H2,1H3
C5Y2D4-1R                    InChI=1S/C5H7O/c1-3-4-5(2)6/h3H,1-2,4H2
NC5DIONE24                   InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3
NC5KET14                     InChI=1S/C5H10O3/c1-5(8-7)3-2-4-6/h4-5,7H,2-3H2,1H3
C5H92-1,4OOH                 InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h2,5-7H,3-4H2,1H3
B13DE2MOJ                    InChI=1S/C5H7O/c1-3-5(2)4-6/h3H,1-2,4H2
BC5H8-DOHAOJ                 InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h2,6H,3-4H2,1H3
NC5KET15                     InChI=1S/C5H10O3/c6-4-2-1-3-5-8-7/h4,7H,1-3,5H2
C5H92-1,5OOH                 InChI=1S/C5H11O4/c6-8-4-2-1-3-5-9-7/h2,6-7H,1,3-5H2
CVCC(OJ)CVC                  InChI=1S/C5H7O/c1-3-5(6)4-2/h3-5H,1-2H2
AC5H8-DOHCOJ                 InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h5-6H,1,3H2,2H3
IC5KETAD                     InChI=1S/C5H10O3/c1-5(4-6)2-3-8-7/h4-5,7H,2-3H2,1H3
C5H92-3,4OOH                 InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h3-7H,1-2H3
CYC5E1-4O                    InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1-2,5H,3-4H2
BC5H8-DOHDOJ                 InChI=1S/C5H9O2/c1-4(2)3-5(6)7/h3,5-6H,1-2H3
IC5KETAC                     InChI=1S/C5H10O3/c1-4(3-6)5(2)8-7/h3-5,7H,1-2H3
C5H92-3,5OOH                 InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h2,5-7H,3-4H2,1H3
CPN-2R                       InChI=1S/C5H7O/c6-5-3-1-2-4-5/h3H,1-2,4H2
CC5H8-DOHBOJ                 InChI=1S/C5H9O2/c1-5(2,7)3-4-6/h3-4,6H,1-2H3
IC5KETAB                     InChI=1S/C5H10O3/c1-3-5(2,4-6)8-7/h4,7H,3H2,1-2H3
C5H92-4,5OOH                 InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h2,5-7H,3-4H2,1H3
CPN-3R                       InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1H,2-4H2
AC5H8DOH-A2OJ                InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h6H,1-4H2
IC5KETAA                     InChI=1S/C5H10O3/c1-2-5(3-6)4-8-7/h3,5,7H,2,4H2,1H3
C5H93-1,2OOH                 InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h3,5-7H,2,4H2,1H3
C5Y3D1-5R                    InChI=1S/C5H7O/c1-3-5(6)4-2/h3H,1-2,4H2
IC5Y4OH2-3J                  InChI=1S/C5H9O2/c1-5(2,7)3-4-6/h3-4,7H,1-2H3
C5H9O1-2OOH-3                InChI=1S/C5H10O3/c1-2-4(8-6)5-3-7-5/h4-6H,2-3H2,1H3
C5H93-1,4OOH                 InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h3,5-7H,2,4H2,1H3
PC3H6CHCO                    InChI=1S/C5H7O/c1-2-3-4-5-6/h4H,1-3H2
IC5Y4OH3-2J                  InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h3,5,7H,1-2H3
C5H9O1-2OOH-4                InChI=1S/C5H10O3/c1-4(8-6)2-5-3-7-5/h4-6H,2-3H2,1H3
C5H93-1,5OOH                 InChI=1S/C5H11O4/c6-8-4-2-1-3-5-9-7/h1,6-7H,2-5H2
C5Y1D2-1R                    InChI=1S/C5H7O/c1-2-3-4-5-6/h3-4H,2H2,1H3
C5H81OOH5-3                  InChI=1S/C5H9O2/c1-2-3-4-5-7-6/h2-3,6H,1,4-5H2
C5H9O1-2OOH-5                InChI=1S/C5H10O3/c6-8-3-1-2-5-4-7-5/h5-6H,1-4H2
C5H93-2,4OOH                 InChI=1S/C5H11O4/c1-4(8-6)3-5(2)9-7/h3-7H,1-2H3
C5H73JO12                    InChI=1S/C5H7O/c1-2-3-5-4-6-5/h2-5H,1H3
C5H91-5O2                    InChI=1S/C5H9O2/c1-2-3-4-5-7-6/h2H,1,3-5H2
C5H9O1-3OOH-2                InChI=1S/C5H10O3/c1-2-4-5(8-6)3-7-4/h4-6H,2-3H2,1H3
AC5H10OOH-AO2                InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h5-6H,2-4H2,1H3
CYC-C5H8O2J                  InChI=1S/C5H7O/c1-2-3-5-4-6-5/h2,4-5H,1,3H2
MBMJ                         InChI=1S/C5H9O2/c1-3-4-5(6)7-2/h2-4H2,1H3
C5H9O1-3OOH-4                InChI=1S/C5H10O3/c1-4(8-6)5-2-3-7-5/h4-6H,2-3H2,1H3
AC5H10OOH-BO2                InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6H,3-4H2,1-2H3
EJVK-SA                      InChI=1S/C5H7O/c1-3-5(6)4-2/h3-4H,1H2,2H3
MB2J                         InChI=1S/C5H9O2/c1-3-4-5(6)7-2/h4H,3H2,1-2H3
C5H9O1-3OOH-5                InChI=1S/C5H10O3/c6-8-4-2-5-1-3-7-5/h5-6H,1-4H2
AC5H10OOH-CO2                InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-6H,3H2,1-2H3
EVJK-P                       InChI=1S/C5H7O/c1-3-5(6)4-2/h1,3H,4H2,2H3
MB3J                         InChI=1S/C5H9O2/c1-3-4-5(6)7-2/h3H,4H2,1-2H3
C5H9O1-4OOH-2                InChI=1S/C5H10O3/c1-4-2-5(8-6)3-7-4/h4-6H,2-3H2,1H3
AC5H10OOH-DO2                InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5,7H,2-4H2,1H3
EVJK-S                       InChI=1S/C5H7O/c1-3-5(6)4-2/h1,4H2,2H3
MB4J                         InChI=1S/C5H9O2/c1-3-4-5(6)7-2/h1,3-4H2,2H3
C5H9O1-4OOH-3                InChI=1S/C5H10O3/c1-4-5(8-6)2-3-7-4/h4-6H,2-3H2,1H3
BC5H10OOH-AO2                InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h7H,3-4H2,1-2H3
MF22H                        InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2-5H,1H3
CPTO2J                       InChI=1S/C5H9O2/c6-7-5-3-1-2-4-5/h5H,1-4H2
C5H9O1-4OOH-5                InChI=1S/C5H10O3/c6-8-4-5-2-1-3-7-5/h5-6H,1-4H2
BC5H10OOH-CO2                InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,7H,1-3H3
MF23H                        InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2,4H,3H2,1H3
CPT1Q2J                      InChI=1S/C5H9O2/c6-7-5-3-1-2-4-5/h3,5-6H,1-2,4H2
C5H9O1-5OOH-2                InChI=1S/C5H10O3/c6-8-5-2-1-3-7-4-5/h5-6H,1-4H2
BC5H10OOH-DO2                InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h7H,3-4H2,1-2H3
MF24H                        InChI=1S/C5H7O/c1-5-3-2-4-6-5/h3-4H,2H2,1H3
CPT1Q3J                      InChI=1S/C5H9O2/c6-7-5-3-1-2-4-5/h1,5-6H,2-4H2
C5H9O1-5OOH-3                InChI=1S/C5H10O3/c6-8-5-1-3-7-4-2-5/h5-6H,1-4H2
CC5H10OOH-AO2                InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-5,7H,3H2,1-2H3
MF25H                        InChI=1S/C5H7O/c1-5-3-2-4-6-5/h2-3H,4H2,1H3
PT1N1Q5J                     InChI=1S/C5H9O2/c1-2-3-4-5-7-6/h4-6H,1-3H2
C5H9O2-3OOH-1                InChI=1S/C5H10O3/c1-2-4-5(8-4)3-7-6/h4-6H,2-3H2,1H3
CC5H10OOH-BO2                InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6H,1-3H3
P3E1O1J-C1                   InChI=1S/C5H7O/c1-2-3-4-5-6/h2-3H,4H2,1H3
PT1N3Q5J                     InChI=1S/C5H9O2/c1-3-5(4-2)7-6/h3,5-6H,1-2,4H2
C5H9O2-3OOH-4                InChI=1S/C5H10O3/c1-3-5(7-3)4(2)8-6/h3-6H,1-2H3
CC5H10OOH-DO2                InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-5,7H,3H2,1-2H3
P3E1O4J-C3                   InChI=1S/C5H7O/c1-2-3-4-5-6/h3,5H,4H2,1H3
PT1N4Q5J                     InChI=1S/C5H9O2/c1-3-4-5(2)7-6/h3,5-6H,1-2,4H2
C5H9O2-3OOH-5                InChI=1S/C5H10O3/c1-4-5(8-4)2-3-7-6/h4-6H,2-3H2,1H3
DC5H10OOH-AO2                InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5-6H,2-4H2,1H3
P3E2O1J-C2                   InChI=1S/C5H7O/c1-3-4-5(2)6/h3-4H,2H2,1H3
C5H9O1-2O-5                  InChI=1S/C5H9O2/c6-3-1-2-5-4-7-5/h5H,1-4H2
C5H9O2-4OOH-1                InChI=1S/C5H10O3/c1-4-2-5(8-4)3-7-6/h4-6H,2-3H2,1H3
DC5H10OOH-BO2                InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h6H,3-4H2,1-2H3
P4E2O3J-C1                   InChI=1S/C5H7O/c1-3-4-5(2)6/h3-4H,1H2,2H3
CH2CH2OCH2CH2CHO             InChI=1S/C5H9O2/c1-2-7-5-3-4-6/h4H,1-3,5H2
C5H9O2-4OOH-3                InChI=1S/C5H10O3/c1-3-5(8-6)4(2)7-3/h3-6H,1-2H3
DC5H10OOH-CO2                InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-6H,3H2,1-2H3
P4E2O5J-C2                   InChI=1S/C5H7O/c1-3-4-5(2)6/h1,3H,4H2,2H3
NC5KET12O                    InChI=1S/C5H9O2/c1-2-3-5(7)4-6/h4-5H,2-3H2,1H3
NC5CYCPER13                  InChI=1S/C5H10O3/c1-2-4-3-5(6)8-7-4/h4-6H,2-3H2,1H3
C5H9A-A,BOOH                 InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6-7H,2-4H2,1H3
CYC51EN3OJ                   InChI=1S/C5H7O/c6-5-3-1-2-4-5/h1,3,5H,2,4H2
NC5KET13O                    InChI=1S/C5H9O2/c1-2-5(7)3-4-6/h4-5H,2-3H2,1H3
NC5CYCPER24                  InChI=1S/C5H10O3/c1-4-3-5(2,6)8-7-4/h4,6H,3H2,1-2H3
C5H9A-A,COOH                 InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-7H,1,3H2,2H3
C4H6CHO2-5                   InChI=1S/C5H7O/c1-2-3-4-5-6/h3-5H,1-2H2
NC5KET14O                    InChI=1S/C5H9O2/c1-5(7)3-2-4-6/h4-5H,2-3H2,1H3
NC5CYCPER31                  InChI=1S/C5H10O3/c1-2-5(6)3-4-7-8-5/h6H,2-4H2,1H3
C5H9A-A,DOOH                 InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5-7H,1-4H2
C4H6CHO4-5                   InChI=1S/C5H7O/c1-2-3-4-5-6/h1-2,5H,3-4H2
NC5KET15O                    InChI=1S/C5H9O2/c6-4-2-1-3-5-7/h4H,1-3,5H2
C5H9OA-AOOH-B                InChI=1S/C5H10O3/c1-2-5(8-6)3-7-4-5/h6H,2-4H2,1H3
C5H9A-B,COOH                 InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6-7H,2H2,1,3H3
CPTYO123J                    InChI=1S/C5H7O/c1-2-4-5(3-1)6-4/h2,4-5H,1,3H2
NC5KET21O                    InChI=1S/C5H9O2/c1-2-3-5(7)4-6/h2-4H2,1H3
C5H9OA-AOOH-C                InChI=1S/C5H10O3/c1-4(8-6)5-2-7-3-5/h4-6H,2-3H2,1H3
C5H9A-B,DOOH                 InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h6-7H,1,3-4H2,2H3
CYC5O1EN5J                   InChI=1S/C5H7O/c1-2-4-6-5-3-1/h2,4-5H,1,3H2
